flickr_id,flickr_secret,flickr_title,date_taken,tags,flickr_latitude,flickr_longitude,flickr_thumbnail_url,flickr_original_url,flickr_height,flickr_width,description,download_image_name,focal_length,exif_latitude,exif_longitude,exif_elevation,exif_width,exif_height,download_folder
4118766264,f044e5bde8,Front Hall (Qiandian) south side_DSC0599,2009-11-17T19:39:39,beijing taimiao,,,https://farm3.staticflickr.com/2672/4118766264_f044e5bde8_t.jpg,https://farm3.staticflickr.com/2672/4118766264_eab7fd0cea_o.jpg,2592,3872,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian-south-side_dsc0599_4118766264_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118766766,08c21627d3,Front Hall (Qiandian) south side_DSC0600,2009-11-17T19:39:47,beijing taimiao,,,https://farm3.staticflickr.com/2772/4118766766_08c21627d3_t.jpg,https://farm3.staticflickr.com/2772/4118766766_1fb8398dcd_o.jpg,2592,3872,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian-south-side_dsc0600_4118766766_o.jpg,28.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117997657,22b23fcbd7,Front Hall (Qiandian) south side_DSC0601,2009-11-17T19:40:29,beijing taimiao,,,https://farm3.staticflickr.com/2579/4117997657_22b23fcbd7_t.jpg,https://farm3.staticflickr.com/2579/4117997657_25fc6847ea_o.jpg,2592,3872,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian-south-side_dsc0601_4117997657_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117998237,78705d9919,Front Hall (Qiandian) south side_DSC0602,2009-11-17T19:40:34,beijing taimiao,,,https://farm3.staticflickr.com/2678/4117998237_78705d9919_t.jpg,https://farm3.staticflickr.com/2678/4117998237_254de460d6_o.jpg,2592,3872,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian-south-side_dsc0602_4117998237_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118768358,ea87712214,Front Hall (Qiandian) south side_DSC0603,2009-11-17T19:41:35,beijing taimiao,,,https://farm3.staticflickr.com/2703/4118768358_ea87712214_t.jpg,https://farm3.staticflickr.com/2703/4118768358_dc512441fd_o.jpg,2592,3872,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian-south-side_dsc0603_4118768358_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118000597,cf62024769,Front Hall (Qiandian) south side_DSC0606,2009-11-17T19:42:05,beijing taimiao,,,https://farm3.staticflickr.com/2790/4118000597_cf62024769_t.jpg,https://farm3.staticflickr.com/2790/4118000597_5a56b51df0_o.jpg,3872,2592,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian-south-side_dsc0606_4118000597_o.jpg,24.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118770728,56b56fd0a1,Front Hall (Qiandian) south side_DSC0607,2009-11-17T19:42:18,beijing taimiao,,,https://farm3.staticflickr.com/2613/4118770728_56b56fd0a1_t.jpg,https://farm3.staticflickr.com/2613/4118770728_eea9b98aaf_o.jpg,2592,3872,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian-south-side_dsc0607_4118770728_o.jpg,24.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118001839,48897b3677,Front Hall (Qiandian) south side_DSC0608,2009-11-17T19:42:29,beijing taimiao,,,https://farm3.staticflickr.com/2764/4118001839_48897b3677_t.jpg,https://farm3.staticflickr.com/2764/4118001839_8df86a3250_o.jpg,3872,2592,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian-south-side_dsc0608_4118001839_o.jpg,95.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118771906,4da31ef3f5,Front Hall (Qiandian)_DSC0609,2009-11-17T19:42:51,beijing taimiao,,,https://farm3.staticflickr.com/2503/4118771906_4da31ef3f5_t.jpg,https://farm3.staticflickr.com/2503/4118771906_22e6c79e3e_o.jpg,3872,2592,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian_dsc0609_4118771906_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118773502,c4c61517c0,Front Hall (Qiandian)_DSC0612,2009-11-17T19:43:44,beijing taimiao,,,https://farm3.staticflickr.com/2528/4118773502_c4c61517c0_t.jpg,https://farm3.staticflickr.com/2528/4118773502_1c9f863648_o.jpg,2592,3872,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian_dsc0612_4118773502_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118775840,6f70a21066,Front Hall (Qiandian)_DSC0617,2009-11-17T19:45:39,beijing taimiao,,,https://farm3.staticflickr.com/2687/4118775840_6f70a21066_t.jpg,https://farm3.staticflickr.com/2687/4118775840_296dd74111_o.jpg,3872,2592,Also called: Sacrificial Hall (Xiangdian),front-hall-qiandian_dsc0617_4118775840_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117999457,dcde44b960,Front Hall (Qiandian) south side_DSC0604,2009-11-17T19:41:42,beijing taimiao,,,https://farm3.staticflickr.com/2575/4117999457_dcde44b960_t.jpg,https://farm3.staticflickr.com/2575/4117999457_93f70a7c22_o.jpg,3872,2592,"Also called: Sacrificial Hall (Xiangdian), marble path",front-hall-qiandian-south-side_dsc0604_4117999457_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117999979,e61f48cabe,Front Hall (Qiandian) south side_DSC0605,2009-11-17T19:41:55,beijing taimiao,,,https://farm3.staticflickr.com/2549/4117999979_e61f48cabe_t.jpg,https://farm3.staticflickr.com/2549/4117999979_71f2aa64b0_o.jpg,2592,3872,"Also called: Sacrificial Hall (Xiangdian), marble path",front-hall-qiandian-south-side_dsc0605_4117999979_o.jpg,50.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118002989,e0200acb39,Front Hall (Qiandian)_DSC0610,2009-11-17T19:43:14,beijing taimiao,,,https://farm3.staticflickr.com/2476/4118002989_e0200acb39_t.jpg,https://farm3.staticflickr.com/2476/4118002989_39478b17b6_o.jpg,3872,2592,"Also called: Sacrificial Hall (Xiangdian), marble path",front-hall-qiandian_dsc0610_4118002989_o.jpg,20.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118003529,d0e9477e2c,Front Hall (Qiandian)_DSC0611,2009-11-17T19:43:23,beijing taimiao,,,https://farm3.staticflickr.com/2795/4118003529_d0e9477e2c_t.jpg,https://farm3.staticflickr.com/2795/4118003529_238a7971ce_o.jpg,2592,3872,"Also called: Sacrificial Hall (Xiangdian), marble path",front-hall-qiandian_dsc0611_4118003529_o.jpg,20.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118004575,5a2f718b6f,Front Hall (Qiandian)_DSC0613,2009-11-17T19:44:34,beijing taimiao,,,https://farm3.staticflickr.com/2651/4118004575_5a2f718b6f_t.jpg,https://farm3.staticflickr.com/2651/4118004575_74650bc1ae_o.jpg,3872,2592,"Also called: Sacrificial Hall (Xiangdian), sign",front-hall-qiandian_dsc0613_4118004575_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118774494,d053ba4833,Front Hall (Qiandian)_DSC0614,2009-11-17T19:44:37,beijing taimiao,,,https://farm3.staticflickr.com/2788/4118774494_d053ba4833_t.jpg,https://farm3.staticflickr.com/2788/4118774494_174cf25f57_o.jpg,2592,3872,"Also called: Sacrificial Hall (Xiangdian), Sign",front-hall-qiandian_dsc0614_4118774494_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118005963,227e605ec2,Front Hall (Qiandian)_DSC0616,2009-11-17T19:45:27,beijing taimiao,,,https://farm3.staticflickr.com/2666/4118005963_227e605ec2_t.jpg,https://farm3.staticflickr.com/2666/4118005963_850c3f95a6_o.jpg,3872,2592,"Also called: Sacrificial Hall (Xiangdian), sign describing ritual activity",front-hall-qiandian_dsc0616_4118005963_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118809720,edc9428a7b,Front Hall East Side Hall (Qiandian dongpeidian)_DSC0696,2009-11-17T20:16:46,beijing taimiao,,,https://farm3.staticflickr.com/2492/4118809720_edc9428a7b_t.jpg,https://farm3.staticflickr.com/2492/4118809720_c0d43efd21_o.jpg,3872,2592,also Xiangdian dongpeidian,front-hall-east-side-hall-qiandian-dongpeidian_dsc0696_4118809720_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118810192,45e8e0a172,Front Hall West Side Halls (Qiandian xipeidian)_DSC0697,2009-11-17T20:16:54,beijing taimiao,,,https://farm3.staticflickr.com/2607/4118810192_45e8e0a172_t.jpg,https://farm3.staticflickr.com/2607/4118810192_7134340657_o.jpg,2592,3872,also Xiangdian xipeidian,front-hall-west-side-halls-qiandian-xipeidian_dsc0697_4118810192_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118754782,e27161da88,Glazed Gate (Liulimen)_DSC0574,2009-11-17T19:31:43,beijing taimiao,,,https://farm3.staticflickr.com/2496/4118754782_e27161da88_t.jpg,https://farm3.staticflickr.com/2496/4118754782_23a3161a4b_o.jpg,3872,2592,Angle view  with person,glazed-gate-liulimen_dsc0574_4118754782_o.jpg,28.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117984701,52daf3bdc9,Glazed Gate (Liulimen)_DSC0573,2009-11-17T19:31:40,beijing taimiao,,,https://farm3.staticflickr.com/2754/4117984701_52daf3bdc9_t.jpg,https://farm3.staticflickr.com/2754/4117984701_6453d7526b_o.jpg,3872,2592,Angle view A,glazed-gate-liulimen_dsc0573_4117984701_o.jpg,28.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118753044,7f27d26d70,Glazed Gate (Liulimen)_DSC0570,2009-11-17T19:30:29,beijing taimiao,,,https://farm3.staticflickr.com/2534/4118753044_7f27d26d70_t.jpg,https://farm3.staticflickr.com/2534/4118753044_6c1bd4dc73_o.jpg,2592,3872,Axial View A,glazed-gate-liulimen_dsc0570_4118753044_o.jpg,58.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117982821,917c39037d,Glazed Gate (Liulimen)_DSC0569,2009-11-17T19:30:26,beijing taimiao,,,https://farm3.staticflickr.com/2575/4117982821_917c39037d_t.jpg,https://farm3.staticflickr.com/2575/4117982821_ffe3c86be9_o.jpg,2592,3872,Axial view B,glazed-gate-liulimen_dsc0569_4117982821_o.jpg,58.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118778930,9b86f8132a,"Bronze Cauldron, Ming dyn._DSC0625",2009-11-17T19:48:24,beijing taimiao,,,https://farm3.staticflickr.com/2531/4118778930_9b86f8132a_t.jpg,https://farm3.staticflickr.com/2531/4118778930_e5bbc1206c_o.jpg,2592,3872,between Front Hall and vestry,bronze-cauldron-ming-dyn_dsc0625_4118778930_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117983841,563d4f04ba,Glazed Gate (Liulimen)_DSC0571,2009-11-17T19:31:07,beijing taimiao,,,https://farm3.staticflickr.com/2636/4117983841_563d4f04ba_t.jpg,https://farm3.staticflickr.com/2636/4117983841_cb69ee2af6_o.jpg,2592,3872,close axial view,glazed-gate-liulimen_dsc0571_4117983841_o.jpg,22.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118021841,b1a34e4bd3,Tiaomiao Marble Path_DSC0653,2009-11-17T19:58:47,beijing taimiao,,,https://farm3.staticflickr.com/2597/4118021841_b1a34e4bd3_t.jpg,https://farm3.staticflickr.com/2597/4118021841_25c03de8f9_o.jpg,3872,2592,detail,tiaomiao-marble-path_dsc0653_4118021841_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118806210,0f4facfb2b,Gateway between Tiaomiao and Qindian_DSC0688,2009-11-17T20:13:43,beijing taimiao,,,https://farm3.staticflickr.com/2776/4118806210_0f4facfb2b_t.jpg,https://farm3.staticflickr.com/2776/4118806210_926706576d_o.jpg,2592,3872,detail of imitation timber architecture,gateway-between-tiaomiao-and-qindian_dsc0688_4118806210_o.jpg,48.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118008993,83965b529c,Qingong (Vestry)_DSC0623,2009-11-17T19:47:25,beijing taimiao,,,https://farm3.staticflickr.com/2630/4118008993_83965b529c_t.jpg,https://farm3.staticflickr.com/2630/4118008993_407ce5ab45_o.jpg,3872,2592,east side from south,qingong-vestry_dsc0623_4118008993_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118042181,fc782f051d,Marble Bridges_DSC0701,2009-11-17T20:18:00,beijing taimiao,,,https://farm3.staticflickr.com/2685/4118042181_fc782f051d_t.jpg,https://farm3.staticflickr.com/2685/4118042181_b3916e7d51_o.jpg,2592,3872,from east,marble-bridges_dsc0701_4118042181_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118019791,61c83f7994,Qindian (Vestry) north side_DSC0649,2009-11-17T19:57:17,beijing taimiao,,,https://farm3.staticflickr.com/2572/4118019791_61c83f7994_t.jpg,https://farm3.staticflickr.com/2572/4118019791_60af0924d2_o.jpg,2592,3872,from inside gateway to Tiaomiao,qindian-vestry-north-side_dsc0649_4118019791_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118041329,fc78699869,Glazed Gate (Liulimen)_DSC0699,2009-11-17T20:17:31,beijing taimiao,,,https://farm3.staticflickr.com/2782/4118041329_fc78699869_t.jpg,https://farm3.staticflickr.com/2782/4118041329_14a3b2122f_o.jpg,2592,3872,from northeast,glazed-gate-liulimen_dsc0699_4118041329_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118808788,5db44f8f22,Halberd Gate (Jimen)_DSC0694,2009-11-17T20:16:06,beijing taimiao,,,https://farm3.staticflickr.com/2490/4118808788_5db44f8f22_t.jpg,https://farm3.staticflickr.com/2490/4118808788_16174fc87d_o.jpg,2592,3872,from northeast,halberd-gate-jimen_dsc0694_4118808788_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118811498,5fea4b01d0,Marble Bridges_DSC0700,2009-11-17T20:17:43,beijing taimiao,,,https://farm3.staticflickr.com/2620/4118811498_5fea4b01d0_t.jpg,https://farm3.staticflickr.com/2620/4118811498_db7df18c42_o.jpg,2592,3872,from northeast,marble-bridges_dsc0700_4118811498_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118042619,c92af4d2d4,Halberd Gate (Jimen) _DSC0702,2009-11-17T20:18:18,beijing taimiao,39.908954,116.394095,https://farm3.staticflickr.com/2483/4118042619_c92af4d2d4_t.jpg,https://farm3.staticflickr.com/2483/4118042619_af34342cb9_o.jpg,2592,3872,from southeast,halberd-gate-jimen-_dsc0702_4118042619_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118025283,9580e1db08,North Gate_DSC0662,2009-11-17T20:02:20,beijing taimiao,,,https://farm3.staticflickr.com/2556/4118025283_9580e1db08_t.jpg,https://farm3.staticflickr.com/2556/4118025283_6b86378aa8_o.jpg,2592,3872,gate to back courtyard behind Tiaomiao,north-gate_dsc0662_4118025283_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118031547,e099e786b1,North courtyard_DSC0676,2009-11-17T20:08:40,beijing taimiao,,,https://farm3.staticflickr.com/2725/4118031547_e099e786b1_t.jpg,https://farm3.staticflickr.com/2725/4118031547_868e351179_o.jpg,2592,3872,looking toward Meridian Gate,north-courtyard_dsc0676_4118031547_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118778586,560cf3ec8e,Front Hall (Qiandian)_DSC0624,2009-11-17T19:47:54,beijing taimiao,,,https://farm3.staticflickr.com/2523/4118778586_560cf3ec8e_t.jpg,https://farm3.staticflickr.com/2523/4118778586_3734f9be22_o.jpg,3872,2592,north side,front-hall-qiandian_dsc0624_4118778586_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118793386,3e8d3d6751,Gate to Tiaomiao_DSC0657,2009-11-17T19:59:58,beijing taimiao,,,https://farm3.staticflickr.com/2687/4118793386_3e8d3d6751_t.jpg,https://farm3.staticflickr.com/2687/4118793386_ac27f29ff6_o.jpg,2592,3872,north side,gate-to-tiaomiao_dsc0657_4118793386_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118774834,9505f4225b,Halberd Gate (Jimen)_DSC0615,2009-11-17T19:45:13,beijing taimiao,,,https://farm3.staticflickr.com/2656/4118774834_9505f4225b_t.jpg,https://farm3.staticflickr.com/2656/4118774834_acf2b8a871_o.jpg,2592,3872,north side,halberd-gate-jimen_dsc0615_4118774834_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118007381,0c6e755df5,Halberd Gate (Jimen)_DSC0619,2009-11-17T19:46:16,beijing taimiao,,,https://farm3.staticflickr.com/2768/4118007381_0c6e755df5_t.jpg,https://farm3.staticflickr.com/2768/4118007381_601fa0473a_o.jpg,2592,3872,north side,halberd-gate-jimen_dsc0619_4118007381_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118777078,b28814c247,Jimen (Halberd Gate)_DSC0620,2009-11-17T19:46:22,beijing taimiao,,,https://farm3.staticflickr.com/2485/4118777078_b28814c247_t.jpg,https://farm3.staticflickr.com/2485/4118777078_48682707d8_o.jpg,2592,3872,north side (2),jimen-halberd-gate_dsc0620_4118777078_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118010573,ba5c346c98,Front Hall (Qiandian)_DSC0627,2009-11-17T19:48:58,beijing taimiao,,,https://farm3.staticflickr.com/2612/4118010573_ba5c346c98_t.jpg,https://farm3.staticflickr.com/2612/4118010573_518180d903_o.jpg,2592,3872,north side central bay,front-hall-qiandian_dsc0627_4118010573_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118020247,bc74bb0ff3,Sea Creature_DSC0650,2009-11-17T19:57:34,beijing taimiao,,,https://farm3.staticflickr.com/2554/4118020247_bc74bb0ff3_t.jpg,https://farm3.staticflickr.com/2554/4118020247_918f98802d_o.jpg,2592,3872,on Tiaomiao platform,sea-creature_dsc0650_4118020247_o.jpg,31.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118777472,9ac8ace810,East Vestry Side Hall (Qindian dongpeidian)_DSC0621,2009-11-17T19:46:43,beijing taimiao,,,https://farm3.staticflickr.com/2673/4118777472_9ac8ace810_t.jpg,https://farm3.staticflickr.com/2673/4118777472_b8942386d6_o.jpg,2592,3872,Side Hall between the Qiandian (Front Hall) and the Qindian (Vestry or Retiring Hall),east-vestry-side-hall-qindian-dongpeidian_dsc0621_4118777472_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117993351,30f3ce11bd,Halberd Gate (Jimen)_DSC0592,2009-11-17T19:38:01,beijing taimiao,,,https://farm3.staticflickr.com/2702/4117993351_30f3ce11bd_t.jpg,https://farm3.staticflickr.com/2702/4117993351_df13ffbe27_o.jpg,2592,3872,sign,halberd-gate-jimen_dsc0592_4117993351_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117987801,35f1e974cd,Jade Belt Bridges_DSC0580,2009-11-17T19:34:40,beijing taimiao,,,https://farm3.staticflickr.com/2535/4117987801_35f1e974cd_t.jpg,https://farm3.staticflickr.com/2535/4117987801_419bfd70c9_o.jpg,2592,3872,sign,jade-belt-bridges_dsc0580_4117987801_o.jpg,20.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118762158,94c513b9f9,Halberd Gate (Jimen)_DSC0590,2009-11-17T19:37:00,beijing taimiao,,,https://farm3.staticflickr.com/2599/4118762158_94c513b9f9_t.jpg,https://farm3.staticflickr.com/2599/4118762158_9a9a12049d_o.jpg,2592,3872,south central bay,halberd-gate-jimen_dsc0590_4118762158_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4117991395,0980c78f27,Halberd Gate (Jimen)_DSC0587,2009-11-17T19:36:24,beijing taimiao,,,https://farm3.staticflickr.com/2556/4117991395_0980c78f27_t.jpg,https://farm3.staticflickr.com/2556/4117991395_3446de4857_o.jpg,3872,2592,south marble path,halberd-gate-jimen_dsc0587_4117991395_o.jpg,18.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118761616,7225bdf44b,Halberd Gate (Jimen)_DSC0588,2009-11-17T19:36:29,beijing taimiao,,,https://farm3.staticflickr.com/2552/4118761616_7225bdf44b_t.jpg,https://farm3.staticflickr.com/2552/4118761616_30a707640a_o.jpg,2592,3872,south marble path,halberd-gate-jimen_dsc0588_4118761616_o.jpg,44.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118764358,59fd209971,Halberd Gate (Jimen)_DSC0595,2009-11-17T19:38:47,beijing taimiao,,,https://farm3.staticflickr.com/2608/4118764358_59fd209971_t.jpg,https://farm3.staticflickr.com/2608/4118764358_d49a777f9b_o.jpg,3872,2592,south platform,halberd-gate-jimen_dsc0595_4118764358_o.jpg,31.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118762652,e6ac357acb,Halberd Gate (Jimen)_DSC0591,2009-11-17T19:37:25,beijing taimiao,,,https://farm3.staticflickr.com/2764/4118762652_e6ac357acb_t.jpg,https://farm3.staticflickr.com/2764/4118762652_b4217e75ab_o.jpg,2592,3872,south side,halberd-gate-jimen_dsc0591_4118762652_o.jpg,18.0 mm,,,,3872,2592,flickr_taimiao-imperial-ancestral-temple_72157622838917080
4118763452,bd7d5e27f3,Halberd Gate (Jimen)_DSC0593,2009-11-17T19:38:14,beijing taimiao,,,https://farm3.staticflickr.com/2556/4118763452_bd7d5e27f3_t.jpg,https://farm3.staticflickr.com/2556/4118763452_2f569def3e_o.jpg,3872,2592,south side,halberd-gate-jimen_dsc0593_4118763452_o.jpg,48.0 mm,,,,2592,3872,flickr_taimiao-imperial-ancestral-temple_72157622838917080
